record_id,source,source_record_id,event_date,industry,report_type,event_type,description,what_went_wrong,corrective_action,cause,causal_factors,hazard,activity,location,equipment,worker_involvement,worker_exposure,injury_type,severity,hospitalization,amputation,loss_of_eye,fatality,high_potential,energy_vector,barrier_status,barrier_failure,life_saving_rule,sif_label,sif_label_source,data_quality,provenance
PHMSA-20230156,PHMSA,20230156,6/9/23 13:00,Hazardous Liquid Pipeline,Pipeline Accident,Containment Failure / Release,"Pipeline incident on BATON ROUGE JUNCTION (""""""""""""""""""""""""""""""""""""""""""""""""ONSHORE BREAKOUT TANK OR STORAGE VESSEL, INCLUDING ATTACHED APPURTENANCES""""""""""""""""""""""""""""""""""""""""""""""""). Primary cause: EQUIPMENT FAILURE - """"""""""""""""""""""""""""""""""""""""""""""""FAILURE OF EQUIPMENT BODY (EXCEPT PUMP), TANK PLATE, OR OTHER MATERIAL"""""""""""""""""""""""""""""""""""""""""""""""".","""""""""""""""""""""""""""""""""""""""""""""""""FAILURE OF EQUIPMENT BODY (EXCEPT PUMP), TANK PLATE, OR OTHER MATERIAL""""""""""""""""""""""""""""""""""""""""""""""""",,EQUIPMENT FAILURE,"""""""""""""""""""""""""""""""""""""""""""""""""FAILURE OF EQUIPMENT BODY (EXCEPT PUMP), TANK PLATE, OR OTHER MATERIAL""""""""""""""""""""""""""""""""""""""""""""""""",Pressurized Flammable/Toxic Fluid Release,Pipeline Transmission & Storage,JACKSON,"""""""""""""""""""""""""""""""""""""""""""""""""ONSHORE BREAKOUT TANK OR STORAGE VESSEL, INCLUDING ATTACHED APPURTENANCES""""""""""""""""""""""""""""""""""""""""""""""""",NO,NO,,Property/Containment Damage,,,,0,NO,High Pressure/Pneumatic,BARRIER_FAILED,EQUIPMENT FAILURE,Energy Isolation,NO,PHMSA Process Safety & Explosion Metrics,HIGH,PHMSA Hazardous Liquid Pipeline Accident Database
PHMSA-20230145,PHMSA,20230145,6/8/23 20:00,Hazardous Liquid Pipeline,Pipeline Accident,Containment Failure / Release,"Pipeline incident on BATON ROUGE JUNCTION (""""""""""""""""""""""""""""""""""""""""""""""""ONSHORE BREAKOUT TANK OR STORAGE VESSEL, INCLUDING ATTACHED APPURTENANCES""""""""""""""""""""""""""""""""""""""""""""""""). Primary cause: EQUIPMENT FAILURE - NON-THREADED CONNECTION FAILURE.",NON-THREADED CONNECTION FAILURE,,EQUIPMENT FAILURE,NON-THREADED CONNECTION FAILURE,Pressurized Flammable/Toxic Fluid Release,Pipeline Transmission & Storage,JACKSON,"""""""""""""""""""""""""""""""""""""""""""""""""ONSHORE BREAKOUT TANK OR STORAGE VESSEL, INCLUDING ATTACHED APPURTENANCES""""""""""""""""""""""""""""""""""""""""""""""""",NO,NO,,Property/Containment Damage,,,,0,NO,High Pressure/Pneumatic,BARRIER_FAILED,EQUIPMENT FAILURE,Energy Isolation,NO,PHMSA Process Safety & Explosion Metrics,HIGH,PHMSA Hazardous Liquid Pipeline Accident Database
PHMSA-20230139,PHMSA,20230139,6/8/23 14:40,Hazardous Liquid Pipeline,Pipeline Accident,Containment Failure / Release,"Pipeline incident on EAST CHICO TO JUNCTION (""""""""""""""""""""""""""""""""""""""""""""""""ONSHORE PIPELINE, INCLUDING VALVE SITES""""""""""""""""""""""""""""""""""""""""""""""""). Primary cause: CORROSION FAILURE - EXTERNAL CORROSION.",EXTERNAL CORROSION,,CORROSION FAILURE,EXTERNAL CORROSION,Pressurized Flammable/Toxic Fluid Release,Pipeline Transmission & Storage,CHICO,"""""""""""""""""""""""""""""""""""""""""""""""""ONSHORE PIPELINE, INCLUDING VALVE SITES""""""""""""""""""""""""""""""""""""""""""""""""",NO,NO,,Property/Containment Damage,,,,0,NO,High Pressure/Pneumatic,BARRIER_FAILED,CORROSION FAILURE,Energy Isolation,NO,PHMSA Process Safety & Explosion Metrics,HIGH,PHMSA Hazardous Liquid Pipeline Accident Database
PHMSA-20230149,PHMSA,20230149,6/7/23 9:15,Hazardous Liquid Pipeline,Pipeline Accident,Containment Failure / Release,"Pipeline incident on OSAGE (""""""""""""""""""""""""""""""""""""""""""""""""ONSHORE BREAKOUT TANK OR STORAGE VESSEL, INCLUDING ATTACHED APPURTENANCES""""""""""""""""""""""""""""""""""""""""""""""""). Primary cause: EQUIPMENT FAILURE - OTHER EQUIPMENT FAILURE.",OTHER EQUIPMENT FAILURE,,EQUIPMENT FAILURE,OTHER EQUIPMENT FAILURE,Pressurized Flammable/Toxic Fluid Release,Pipeline Transmission & Storage,EL DORADO,"""""""""""""""""""""""""""""""""""""""""""""""""ONSHORE BREAKOUT TANK OR STORAGE VESSEL, INCLUDING ATTACHED APPURTENANCES""""""""""""""""""""""""""""""""""""""""""""""""",NO,NO,,Property/Containment Damage,,,,0,NO,High Pressure/Pneumatic,BARRIER_FAILED,EQUIPMENT FAILURE,Energy Isolation,NO,PHMSA Process Safety & Explosion Metrics,HIGH,PHMSA Hazardous Liquid Pipeline Accident Database
PHMSA-20230148,PHMSA,20230148,6/7/23 8:07,Hazardous Liquid Pipeline,Pipeline Accident,Containment Failure / Release,Pipeline incident on FRONTIER LATERAL (ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING). Primary cause: EQUIPMENT FAILURE - OTHER EQUIPMENT FAILURE.,OTHER EQUIPMENT FAILURE,,EQUIPMENT FAILURE,OTHER EQUIPMENT FAILURE,Pressurized Flammable/Toxic Fluid Release,Pipeline Transmission & Storage,CASPER,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,NO,NO,,Property/Containment Damage,,,,0,NO,High Pressure/Pneumatic,BARRIER_FAILED,EQUIPMENT FAILURE,Energy Isolation,NO,PHMSA Process Safety & Explosion Metrics,HIGH,PHMSA Hazardous Liquid Pipeline Accident Database
PHMSA-20230150,PHMSA,20230150,6/7/23 8:00,Hazardous Liquid Pipeline,Pipeline Accident,Containment Failure / Release,Pipeline incident on KILGORE STATION (ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING). Primary cause: EQUIPMENT FAILURE - NON-THREADED CONNECTION FAILURE.,NON-THREADED CONNECTION FAILURE,,EQUIPMENT FAILURE,NON-THREADED CONNECTION FAILURE,Pressurized Flammable/Toxic Fluid Release,Pipeline Transmission & Storage,KILGORE,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,NO,NO,,Property/Containment Damage,,,,0,NO,High Pressure/Pneumatic,BARRIER_FAILED,EQUIPMENT FAILURE,Energy Isolation,NO,PHMSA Process Safety & Explosion Metrics,HIGH,PHMSA Hazardous Liquid Pipeline Accident Database
PHMSA-20230142,PHMSA,20230142,6/7/23 7:25,Hazardous Liquid Pipeline,Pipeline Accident,Containment Failure / Release,Pipeline incident on ST. MARTINVILLE PUMP STATION (ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING). Primary cause: EQUIPMENT FAILURE - DEFECTIVE OR LOOSE TUBING OR FITTING.,DEFECTIVE OR LOOSE TUBING OR FITTING,,EQUIPMENT FAILURE,DEFECTIVE OR LOOSE TUBING OR FITTING,Pressurized Flammable/Toxic Fluid Release,Pipeline Transmission & Storage,ST. MARTINVILLE,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,NO,NO,,Property/Containment Damage,,,,0,NO,High Pressure/Pneumatic,BARRIER_FAILED,EQUIPMENT FAILURE,Energy Isolation,NO,PHMSA Process Safety & Explosion Metrics,HIGH,PHMSA Hazardous Liquid Pipeline Accident Database
PHMSA-20230146,PHMSA,20230146,6/6/23 8:30,Hazardous Liquid Pipeline,Pipeline Accident,Containment Failure / Release,Pipeline incident on MIDLAND PMT (ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING). Primary cause: CORROSION FAILURE - INTERNAL CORROSION.,INTERNAL CORROSION,,CORROSION FAILURE,INTERNAL CORROSION,Pressurized Flammable/Toxic Fluid Release,Pipeline Transmission & Storage,MIDLAND,ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,NO,NO,,Property/Containment Damage,,,,0,NO,High Pressure/Pneumatic,BARRIER_FAILED,CORROSION FAILURE,Energy Isolation,NO,PHMSA Process Safety & Explosion Metrics,HIGH,PHMSA Hazardous Liquid Pipeline Accident Database
PHMSA-20230141,PHMSA,20230141,6/2/23 17:45,Hazardous Liquid Pipeline,Pipeline Accident,Containment Failure / Release,"Pipeline incident on """"""""""""""""""""""""""""""""""""""""""""""""24"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" ZYDECO PIPELINE"""""""""""""""""""""""""""""""""""""""""""""""" (ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING). Primary cause: EQUIPMENT FAILURE - PUMP OR PUMP-RELATED EQUIPMENT.",PUMP OR PUMP-RELATED EQUIPMENT,,EQUIPMENT FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,Pressurized Flammable/Toxic Fluid Release,Pipeline Transmission & Storage,HOUMA,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,NO,NO,,Property/Containment Damage,,,,0,NO,High Pressure/Pneumatic,BARRIER_FAILED,EQUIPMENT FAILURE,Energy Isolation,NO,PHMSA Process Safety & Explosion Metrics,HIGH,PHMSA Hazardous Liquid Pipeline Accident Database
PHMSA-20230138,PHMSA,20230138,6/1/23 9:20,Hazardous Liquid Pipeline,Pipeline Accident,Containment Failure / Release,"Pipeline incident on """"""""""""""""""""""""""""""""""""""""""""""""DEEPROCK OIL OPERATING, INC"""""""""""""""""""""""""""""""""""""""""""""""" (ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING). Primary cause: CORROSION FAILURE - INTERNAL CORROSION.",INTERNAL CORROSION,,CORROSION FAILURE,INTERNAL CORROSION,Pressurized Flammable/Toxic Fluid Release,Pipeline Transmission & Storage,Not Within a Municipality,ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,NO,NO,,Property/Containment Damage,,,,0,NO,High Pressure/Pneumatic,BARRIER_FAILED,CORROSION FAILURE,Energy Isolation,NO,PHMSA Process Safety & Explosion Metrics,HIGH,PHMSA Hazardous Liquid Pipeline Accident Database
PHMSA-20230131,PHMSA,20230131,5/30/2023 1:24,Hazardous Liquid Pipeline,Pipeline Accident,Containment Failure / Release,Pipeline incident on DEWITT STATION (ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING). Primary cause: EQUIPMENT FAILURE - PUMP OR PUMP-RELATED EQUIPMENT.,PUMP OR PUMP-RELATED EQUIPMENT,,EQUIPMENT FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,Pressurized Flammable/Toxic Fluid Release,Pipeline Transmission & Storage,Not Within a Municipality,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,NO,NO,,Property/Containment Damage,,,,0,NO,High Pressure/Pneumatic,BARRIER_FAILED,EQUIPMENT FAILURE,Energy Isolation,NO,PHMSA Process Safety & Explosion Metrics,HIGH,PHMSA Hazardous Liquid Pipeline Accident Database
PHMSA-20230136,PHMSA,20230136,5/26/2023 16:30,Hazardous Liquid Pipeline,Pipeline Accident,Containment Failure / Release,Pipeline incident on P66 BEAUMONT TERMINAL (ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING). Primary cause: EQUIPMENT FAILURE - PUMP OR PUMP-RELATED EQUIPMENT.,PUMP OR PUMP-RELATED EQUIPMENT,,EQUIPMENT FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,Pressurized Flammable/Toxic Fluid Release,Pipeline Transmission & Storage,NEDERLAND,ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,NO,NO,,Property/Containment Damage,,,,0,NO,High Pressure/Pneumatic,BARRIER_FAILED,EQUIPMENT FAILURE,Energy Isolation,NO,PHMSA Process Safety & Explosion Metrics,HIGH,PHMSA Hazardous Liquid Pipeline Accident Database
PHMSA-20230137,PHMSA,20230137,5/24/2023 23:30,Hazardous Liquid Pipeline,Pipeline Accident,Containment Failure / Release,Pipeline incident on ARTESIA TO EL PASO SOUTH/ORLA TO EL PASO TERMINAL (ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING). Primary cause: EQUIPMENT FAILURE - PUMP OR PUMP-RELATED EQUIPMENT.,PUMP OR PUMP-RELATED EQUIPMENT,,EQUIPMENT FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,Pressurized Flammable/Toxic Fluid Release,Pipeline Transmission & Storage,ORLA,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,NO,NO,,Property/Containment Damage,,,,0,NO,High Pressure/Pneumatic,BARRIER_FAILED,EQUIPMENT FAILURE,Energy Isolation,NO,PHMSA Process Safety & Explosion Metrics,HIGH,PHMSA Hazardous Liquid Pipeline Accident Database
PHMSA-20230132,PHMSA,20230132,5/22/2023 11:12,Hazardous Liquid Pipeline,Pipeline Accident,Containment Failure / Release,"Pipeline incident on """"""""""""""""""""""""""""""""""""""""""""""""OWENSBORO - CATLETTSBURG 24"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" CRUDE"""""""""""""""""""""""""""""""""""""""""""""""" (ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING). Primary cause: CORROSION FAILURE - INTERNAL CORROSION.",INTERNAL CORROSION,,CORROSION FAILURE,INTERNAL CORROSION,Pressurized Flammable/Toxic Fluid Release,Pipeline Transmission & Storage,LEBANON JUNCTION,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,NO,NO,,Property/Containment Damage,,,,0,NO,High Pressure/Pneumatic,BARRIER_FAILED,CORROSION FAILURE,Energy Isolation,NO,PHMSA Process Safety & Explosion Metrics,HIGH,PHMSA Hazardous Liquid Pipeline Accident Database
PHMSA-20230130,PHMSA,20230130,5/19/2023 12:30,Hazardous Liquid Pipeline,Pipeline Accident,Containment Failure / Release,"Pipeline incident on """"""""""""""""""""""""""""""""""""""""""""""""WOOD RIVER - CLERMONT 10"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" PRODUCTS"""""""""""""""""""""""""""""""""""""""""""""""" (ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING). Primary cause: CORROSION FAILURE - EXTERNAL CORROSION.",EXTERNAL CORROSION,,CORROSION FAILURE,EXTERNAL CORROSION,Pressurized Flammable/Toxic Fluid Release,Pipeline Transmission & Storage,MARTINSVILLE,ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,NO,NO,,Property/Containment Damage,,,,0,NO,High Pressure/Pneumatic,BARRIER_FAILED,CORROSION FAILURE,Energy Isolation,NO,PHMSA Process Safety & Explosion Metrics,HIGH,PHMSA Hazardous Liquid Pipeline Accident Database
PHMSA-20230133,PHMSA,20230133,5/19/2023 11:30,Hazardous Liquid Pipeline,Pipeline Accident,Containment Failure / Release,Pipeline incident on NEDERLAND TERMINAL (ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING). Primary cause: EQUIPMENT FAILURE - OTHER EQUIPMENT FAILURE.,OTHER EQUIPMENT FAILURE,,EQUIPMENT FAILURE,OTHER EQUIPMENT FAILURE,Pressurized Flammable/Toxic Fluid Release,Pipeline Transmission & Storage,NEDERLAND,ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,NO,NO,,Property/Containment Damage,,,,0,NO,High Pressure/Pneumatic,BARRIER_FAILED,EQUIPMENT FAILURE,Energy Isolation,NO,PHMSA Process Safety & Explosion Metrics,HIGH,PHMSA Hazardous Liquid Pipeline Accident Database
PHMSA-20230129,PHMSA,20230129,5/18/2023 8:15,Hazardous Liquid Pipeline,Pipeline Accident,Containment Failure / Release,Pipeline incident on VIKING STATION (ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING). Primary cause: EQUIPMENT FAILURE - NON-THREADED CONNECTION FAILURE.,NON-THREADED CONNECTION FAILURE,,EQUIPMENT FAILURE,NON-THREADED CONNECTION FAILURE,Pressurized Flammable/Toxic Fluid Release,Pipeline Transmission & Storage,VIKING,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,NO,NO,,Property/Containment Damage,,,,0,NO,High Pressure/Pneumatic,BARRIER_FAILED,EQUIPMENT FAILURE,Energy Isolation,NO,PHMSA Process Safety & Explosion Metrics,HIGH,PHMSA Hazardous Liquid Pipeline Accident Database
PHMSA-20230128,PHMSA,20230128,5/15/2023 15:39,Hazardous Liquid Pipeline,Pipeline Accident,Containment Failure / Release,Pipeline incident on ODESSA STATION (ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING). Primary cause: EQUIPMENT FAILURE - NON-THREADED CONNECTION FAILURE.,NON-THREADED CONNECTION FAILURE,,EQUIPMENT FAILURE,NON-THREADED CONNECTION FAILURE,Pressurized Flammable/Toxic Fluid Release,Pipeline Transmission & Storage,ODESSA,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,NO,NO,,Property/Containment Damage,,,,0,NO,High Pressure/Pneumatic,BARRIER_FAILED,EQUIPMENT FAILURE,Energy Isolation,NO,PHMSA Process Safety & Explosion Metrics,HIGH,PHMSA Hazardous Liquid Pipeline Accident Database
PHMSA-20230123,PHMSA,20230123,5/14/2023 17:10,Hazardous Liquid Pipeline,Pipeline Accident,Containment Failure / Release,"Pipeline incident on WEST GRAND PRIX JCT TO MONT BELVIEU (""""""""""""""""""""""""""""""""""""""""""""""""ONSHORE PIPELINE, INCLUDING VALVE SITES""""""""""""""""""""""""""""""""""""""""""""""""). Primary cause: EQUIPMENT FAILURE - NON-THREADED CONNECTION FAILURE.",NON-THREADED CONNECTION FAILURE,,EQUIPMENT FAILURE,NON-THREADED CONNECTION FAILURE,Pressurized Flammable/Toxic Fluid Release,Pipeline Transmission & Storage,Not Within a Municipality,"""""""""""""""""""""""""""""""""""""""""""""""""ONSHORE PIPELINE, INCLUDING VALVE SITES""""""""""""""""""""""""""""""""""""""""""""""""",NO,NO,,Property/Containment Damage,,,,0,NO,High Pressure/Pneumatic,BARRIER_FAILED,EQUIPMENT FAILURE,Energy Isolation,NO,PHMSA Process Safety & Explosion Metrics,HIGH,PHMSA Hazardous Liquid Pipeline Accident Database
PHMSA-20230125,PHMSA,20230125,5/12/23 17:50,Hazardous Liquid Pipeline,Pipeline Accident,Containment Failure / Release,Pipeline incident on LINAM RANCH - SITE 1012 (ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING). Primary cause: EQUIPMENT FAILURE - NON-THREADED CONNECTION FAILURE.,NON-THREADED CONNECTION FAILURE,,EQUIPMENT FAILURE,NON-THREADED CONNECTION FAILURE,Pressurized Flammable/Toxic Fluid Release,Pipeline Transmission & Storage,Not Within a Municipality,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,NO,NO,,Property/Containment Damage,,,,0,NO,High Pressure/Pneumatic,BARRIER_FAILED,EQUIPMENT FAILURE,Energy Isolation,NO,PHMSA Process Safety & Explosion Metrics,HIGH,PHMSA Hazardous Liquid Pipeline Accident Database
PHMSA-20230124,PHMSA,20230124,5/12/23 7:36,Hazardous Liquid Pipeline,Pipeline Accident,Containment Failure / Release,"Pipeline incident on LINE 55 (""""""""""""""""""""""""""""""""""""""""""""""""ONSHORE PIPELINE, INCLUDING VALVE SITES""""""""""""""""""""""""""""""""""""""""""""""""). Primary cause: OTHER ACCIDENT CAUSE - UNKNOWN.",UNKNOWN,,OTHER ACCIDENT CAUSE,UNKNOWN,Pressurized Flammable/Toxic Fluid Release,Pipeline Transmission & Storage,EL PASO,"""""""""""""""""""""""""""""""""""""""""""""""""ONSHORE PIPELINE, INCLUDING VALVE SITES""""""""""""""""""""""""""""""""""""""""""""""""",NO,NO,,Property/Containment Damage,,,,0,NO,High Pressure/Pneumatic,BARRIER_FAILED,OTHER ACCIDENT CAUSE,Energy Isolation,NO,PHMSA Process Safety & Explosion Metrics,HIGH,PHMSA Hazardous Liquid Pipeline Accident Database
PHMSA-20230120,PHMSA,20230120,5/11/23 8:50,Hazardous Liquid Pipeline,Pipeline Accident,Containment Failure / Release,"Pipeline incident on COLEX WEST TANK FARM (""""""""""""""""""""""""""""""""""""""""""""""""ONSHORE BREAKOUT TANK OR STORAGE VESSEL, INCLUDING ATTACHED APPURTENANCES""""""""""""""""""""""""""""""""""""""""""""""""). Primary cause: CORROSION FAILURE - EXTERNAL CORROSION.",EXTERNAL CORROSION,,CORROSION FAILURE,EXTERNAL CORROSION,Pressurized Flammable/Toxic Fluid Release,Pipeline Transmission & Storage,PASADENA,"""""""""""""""""""""""""""""""""""""""""""""""""ONSHORE BREAKOUT TANK OR STORAGE VESSEL, INCLUDING ATTACHED APPURTENANCES""""""""""""""""""""""""""""""""""""""""""""""""",NO,NO,,Property/Containment Damage,,,,0,NO,High Pressure/Pneumatic,BARRIER_FAILED,CORROSION FAILURE,Energy Isolation,NO,PHMSA Process Safety & Explosion Metrics,HIGH,PHMSA Hazardous Liquid Pipeline Accident Database
PHMSA-20230122,PHMSA,20230122,5/9/23 10:38,Hazardous Liquid Pipeline,Pipeline Accident,Containment Failure / Release,Pipeline incident on WINK TERMINAL (ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING). Primary cause: OTHER ACCIDENT CAUSE - UNKNOWN.,UNKNOWN,,OTHER ACCIDENT CAUSE,UNKNOWN,Pressurized Flammable/Toxic Fluid Release,Pipeline Transmission & Storage,WINK,ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,NO,NO,,Property/Containment Damage,,,,0,NO,High Pressure/Pneumatic,BARRIER_FAILED,OTHER ACCIDENT CAUSE,Energy Isolation,NO,PHMSA Process Safety & Explosion Metrics,HIGH,PHMSA Hazardous Liquid Pipeline Accident Database
PHMSA-20230119,PHMSA,20230119,5/8/23 7:40,Hazardous Liquid Pipeline,Pipeline Accident,Containment Failure / Release,"Pipeline incident on WEBSTER STATION (""""""""""""""""""""""""""""""""""""""""""""""""ONSHORE BREAKOUT TANK OR STORAGE VESSEL, INCLUDING ATTACHED APPURTENANCES""""""""""""""""""""""""""""""""""""""""""""""""). Primary cause: CORROSION FAILURE - EXTERNAL CORROSION.",EXTERNAL CORROSION,,CORROSION FAILURE,EXTERNAL CORROSION,Pressurized Flammable/Toxic Fluid Release,Pipeline Transmission & Storage,WEBSTER,"""""""""""""""""""""""""""""""""""""""""""""""""ONSHORE BREAKOUT TANK OR STORAGE VESSEL, INCLUDING ATTACHED APPURTENANCES""""""""""""""""""""""""""""""""""""""""""""""""",NO,NO,,Property/Containment Damage,,,,0,NO,High Pressure/Pneumatic,BARRIER_FAILED,CORROSION FAILURE,Energy Isolation,NO,PHMSA Process Safety & Explosion Metrics,HIGH,PHMSA Hazardous Liquid Pipeline Accident Database
PHMSA-20230114,PHMSA,20230114,5/5/23 13:52,Hazardous Liquid Pipeline,Pipeline Accident,Containment Failure / Release,Pipeline incident on PRATT STATION (ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING). Primary cause: EQUIPMENT FAILURE - PUMP OR PUMP-RELATED EQUIPMENT.,PUMP OR PUMP-RELATED EQUIPMENT,,EQUIPMENT FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,Pressurized Flammable/Toxic Fluid Release,Pipeline Transmission & Storage,LUKA,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,NO,NO,,Property/Containment Damage,,,,0,NO,High Pressure/Pneumatic,BARRIER_FAILED,EQUIPMENT FAILURE,Energy Isolation,NO,PHMSA Process Safety & Explosion Metrics,HIGH,PHMSA Hazardous Liquid Pipeline Accident Database
PHMSA-20230121,PHMSA,20230121,5/5/23 13:00,Hazardous Liquid Pipeline,Pipeline Accident,Containment Failure / Release,"Pipeline incident on SOUTH SPRAYBERRY JUNCTION (ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING). Primary cause: INCORRECT OPERATION - """"""""""""""""""""""""""""""""""""""""""""""""TANK, VESSEL, OR SUMP/SEPARATOR ALLOWED OR CAUSED TO OVERFILL OR OVERFLOW"""""""""""""""""""""""""""""""""""""""""""""""".","""""""""""""""""""""""""""""""""""""""""""""""""TANK, VESSEL, OR SUMP/SEPARATOR ALLOWED OR CAUSED TO OVERFILL OR OVERFLOW""""""""""""""""""""""""""""""""""""""""""""""""",,INCORRECT OPERATION,"""""""""""""""""""""""""""""""""""""""""""""""""TANK, VESSEL, OR SUMP/SEPARATOR ALLOWED OR CAUSED TO OVERFILL OR OVERFLOW""""""""""""""""""""""""""""""""""""""""""""""""",Pressurized Flammable/Toxic Fluid Release,Pipeline Transmission & Storage,Not Within a Municipality,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,NO,NO,,Property/Containment Damage,,,,0,NO,High Pressure/Pneumatic,BARRIER_FAILED,INCORRECT OPERATION,Energy Isolation,NO,PHMSA Process Safety & Explosion Metrics,HIGH,PHMSA Hazardous Liquid Pipeline Accident Database
